t_ms,ax,ay,az,gx,gy,gz
29917,0.547956,-0.658026,7.347144,2.296875,-24.515625,18.953125
30000,-0.256032,-1.607977,10.097769,-30.062500,5.203125,-16.265625
30083,0.055035,-4.785645,13.830286,-68.968750,27.671875,6.593750
30167,0.246461,-0.892523,9.325347,97.437500,-41.312500,-2.265625
30250,0.222533,-3.708875,12.182556,-108.203125,7.234375,-12.265625
30333,0.038285,-1.737189,10.163004,-70.984375,-10.015625,-18.984375
30417,-0.026321,-0.380459,9.059653,8.593750,-25.937500,-14.031250
30500,0.169890,-0.069392,8.869240,79.484375,-41.359375,-7.453125
30583,-0.045464,-2.402394,10.387924,54.015625,-13.125000,3.359375
30667,-0.717847,-3.483950,12.023550,-79.265625,67.546875,-3.484375
30750,-0.430708,-2.823531,11.721862,-80.781250,46.781250,-12.156250
30833,0.569492,-1.462015,10.717337,-21.125000,-15.546875,-13.406250
30917,0.751346,-0.512064,9.664004,49.531250,-65.484375,-9.171875
31000,-0.476172,-3.440879,11.466436,-20.734375,35.406250,4.234375
31083,1.550549,-0.277567,6.970633,-294.281250,-9.250000,-30.734375
31167,1.177269,2.256432,6.756142,-104.109375,-98.984375,4.734375
31250,-0.507278,2.000400,8.316817,217.750000,-74.203125,29.093750
31333,-1.277767,-0.954736,10.332875,180.203125,13.453125,37.062500
31417,-1.172483,-4.077370,12.326243,38.187500,80.625000,43.015625
31500,-0.425922,-5.221139,13.207944,-103.437500,85.953125,22.390625
31583,0.586242,-3.294917,11.840355,-138.062500,32.156250,0.875000
31667,0.447458,0.081356,10.399623,73.234375,-42.031250,18.156250
31750,-0.641276,-1.270589,12.857744,157.171875,-14.843750,22.515625
31833,-0.428315,-3.706482,14.067851,38.125000,38.453125,22.843750
31917,0.015952,-2.286741,12.375547,122.958333,34.593750,15.135417
32000,0.460220,-0.866999,10.786926,207.791667,30.734375,7.427083
